index,symbol,long name,currency,exchange,industry,description,sector,country,ipo date,shorter name,Type,Industries,Similar Companies,price,mktCap,name raw,currency symbol,robinhood name,short name,
5805,GLL,ProShares UltraShort Gold,USD,NYSE Arca,,"GLL was created on 12/03/08 by ProShares. The ETF provides -2x the daily performance of gold bullion as measured by the fixing price, in US Dollars, for delivery in London.",0,,12/3/2008,ProShares UltraShort Gold,ETF,[],[],32.64,21649623,ProShares UltraShort Gold,$,ProShares UltraShort Gold ETF,ProShares UltraShort Gold ETF,
5806,GDXS,ProShares UltraShort Gold Miners,USD,NYSE Arca,,,0,,,ProShares UltraShort Gold Miners,ETF,[],[],14.28,3319815,ProShares UltraShort Gold Miners,$,0,ProShares UltraShort Gold Miners,
5807,RXD,ProShares UltraShort Health Care,USD,NYSE Arca,,RXD was created on 01/30/07 by ProShares. The ETF provides -2x exposure to a market-cap-weighted index of US financial services companies.,0,,1/30/2007,ProShares UltraShort Health Care,ETF,[],[],10.32,61092610000,ProShares UltraShort Health Care,$,ProShares UltraShort Health Care,ProShares UltraShort Health Care,
5808,SIJ,ProShares UltraShort Industrials,USD,NYSE Arca,,SIJ was created on 01/30/07 by ProShares. The ETF tracks the performance of US industrial companies.,0,,1/30/2007,ProShares UltraShort Industrials,ETF,[],[],5.75,3103751,ProShares UltraShort Industrials,$,ProShares UltraShort Industrials,ProShares UltraShort Industrials,
5809,TBT,ProShares UltraShort Lehman 20 Year Treasury,USD,NYSE Arca,,"TBT was created on 05/01/08 by ProShares. The ETF provides 2x inverse exposure, reset daily, to an index that tracks the performance of US Treasury securities with remaining maturities greater than 20 years.",0,,5/1/2008,ProShares UltraShort Lehman 20 Year Treasury,ETF,[],[],17.04,988010417,ProShares UltraShort Lehman 20 Year Treasury,$,ProShares UltraShort 20+ Year Treasury ETF,ProShares UltraShort 20+ Year Treasury ETF,
5810,PST,ProShares UltraShort Lehman 7-10 Year Treasury,USD,NYSE Arca,,PST was created on 05/01/08 by ProShares. The ETF provides 2x inverse daily resetting exposure to a market-value-selected and -weighted index of US Treasury bonds with remaining maturities between 7 and 10 years.,0,,5/1/2008,ProShares UltraShort Lehman 7-10 Year Treasury,ETF,[],[],15.661,77745000,ProShares UltraShort Lehman 7-10 Year Treasury,$,ProShares UltraShort 7-10 Year Treasury ETF,ProShares UltraShort 7-10 Year Treasury ETF,
5811,MZZ,ProShares UltraShort MidCap400,USD,NYSE Arca,,MZZ was created on 07/11/06 by ProShares. The ETF provides -2x exposure to a market-cap weighted index of 400 companies with market caps between $517.9M and $13.4B.,0,,7/11/2006,ProShares UltraShort MidCap400,ETF,[],[],8.1,3298962,ProShares UltraShort MidCap400,$,ProShares UltraShort MidCap 400 ETF,ProShares UltraShort MidCap 400 ETF,
5812,BZQ,ProShares UltraShort MSCI Brazil Capped,USD,NYSE Arca,,BZQ was created on 06/16/09 by ProShares. The ETF provides 2x leveraged inverse exposure to a market-cap-weighted index of mid- and large-cap companies operating in Brazil.,0,,6/16/2009,ProShares UltraShort MSCI Brazil Capped,ETF,[],[],12.42,32199209,ProShares UltraShort MSCI Brazil Capped,$,ProShares UltraShort MSCI Brazil Capped ETF,ProShares UltraShort MSCI Brazil Capped ETF,
5813,EFU,ProShares UltraShort MSCI EAFE,USD,NYSE Arca,,EFU was created on 10/23/07 by ProShares. The ETF provides geared inverse (-2x) exposure to a market-cap-weighted index representing 85% of the market capitalization of each industry group in developed markets ex-North America.,0,,10/23/2007,ProShares UltraShort MSCI EAFE,ETF,[],[],14.8,3240648,ProShares UltraShort MSCI EAFE,$,ProShares UltraShort MSCI EAFE ETF,ProShares UltraShort MSCI EAFE ETF,
5814,EEV,ProShares UltraShort MSCI Emerging Markets,USD,NYSE Arca,,EEV was created on 11/01/07 by ProShares. The ETF provides (-2x) exposure to an index representing 85% of the market cap in emerging markets countries.,0,,11/1/2007,ProShares UltraShort MSCI Emerging Markets,ETF,[],[],21.6,16343915,ProShares UltraShort MSCI Emerging Markets,$,ProShares UltraShort MSCI Emerging Markets,ProShares UltraShort MSCI Emerging Markets,
5815,EWV,ProShares UltraShort MSCI Japan,USD,NYSE Arca,,"EWV was created on 11/06/07 by ProShares. The ETF provides 2x inverse exposure to the MSCI Japan Index, which covers 85% of the float-adjusted market cap of the Japanese equity market.",0,,11/6/2007,ProShares UltraShort MSCI Japan,ETF,[],[],16.9515,5783523,ProShares UltraShort MSCI Japan,$,ProShares UltraShort MSCI Japan ETF,ProShares UltraShort MSCI Japan ETF,
5816,BIS,ProShares UltraShort Nasdaq Biotechnology,USD,NASDAQ,,BIS was created on 04/08/10 by ProShares. The ETF provides -2x exposure to a market-cap weighted index of biotechnology and pharmaceutical companies listed on the NASDAQ.,0,,4/8/2010,ProShares UltraShort Nasdaq Biotechnology,ETF,[],[],28.24,24208416,ProShares UltraShort Nasdaq Biotechnology,$,ProShares UltraShort NASDAQ Biotech,ProShares UltraShort NASDAQ Biotech,
5817,DUG,ProShares UltraShort Oil & Gas,USD,NYSE Arca,,DUG was created on 01/30/07 by ProShares. The ETF tracks the performance of large US oil and gas companies.,0,,1/30/2007,ProShares UltraShort Oil & Gas,ETF,[],[],40.49,11038529,ProShares UltraShort Oil & Gas,$,ProShares UltraShort Oil & Gas,ProShares UltraShort Oil & Gas,
5818,QID,ProShares UltraShort QQQ,USD,NYSE Arca,,QID was created on 07/11/06 by ProShares. The ETF provides 2x inverse exposure to a modified market-cap-weighted index of 100 large nonfinancial issues listed on NASDAQ.,0,,7/11/2006,ProShares UltraShort QQQ,ETF,[],[],8.4,310737155,ProShares UltraShort QQQ,$,ProShares UltraShort QQQ,ProShares UltraShort QQQ,
5819,SRS,ProShares UltraShort Real Estate,USD,NYSE Arca,,"SRS was created on 01/30/07 by ProShares. The ETF provides 2x inverse exposure to a market-cap-weighted index of large US real estate companies, including REITs.",0,,1/30/2007,ProShares UltraShort Real Estate,ETF,[],[],12.93,20780039,ProShares UltraShort Real Estate,$,ProShares UltraShort Real Estate ETF,ProShares UltraShort Real Estate ETF,
5820,TWM,ProShares UltraShort Russell2000,USD,NYSE Arca,,TWM was created on 01/23/07 by ProShares. The ETF provides -2x inverse exposure to a market-cap weighted index of US small-cap companies.,0,,1/23/2007,ProShares UltraShort Russell2000,ETF,[],[],6.61,81953875,ProShares UltraShort Russell2000,$,ProShares UltraShort Russell 2000 ETF,ProShares UltraShort Russell 2000 ETF,
5821,SDS,ProShares UltraShort S&P500,USD,NYSE Arca,,SDS was created on 07/11/06 by ProShares. The ETF provides 2x inverse exposure to a market-cap-weighted index of 500 large- and mid-cap US firms selected by the S&P Committee.,0,,7/11/2006,ProShares UltraShort S&P500,ETF,[],[],13.83,955705616,ProShares UltraShort S&P500,$,ProShares UltraShort S&P 500 ETF,ProShares UltraShort S&P 500 ETF,
5822,SSG,ProShares UltraShort Semiconductors,USD,NYSE Arca,,SSG was created on 01/30/07 by ProShares. The ETF provides 2x leveraged inverse exposure to a market-cap-weighted index that tracks the performance of large US semiconductor companies.,0,,1/30/2007,ProShares UltraShort Semiconductors,ETF,[],[],16.81,4852045,ProShares UltraShort Semiconductors,$,ProShares UltraShort Semiconductors,ProShares UltraShort Semiconductors,
5823,ZSL,ProShares UltraShort Silver,USD,NYSE Arca,,"ZSL was created on 12/03/08 by ProShares. The ETF provides -2x the daily performance of silver bullion as measured by the fixing price, in US Dollars, for delivery in London.",0,,12/3/2008,ProShares UltraShort Silver,ETF,[],[],8.48,238328352,ProShares UltraShort Silver,$,ProShares UltraShort Silver fund,ProShares UltraShort Silver fund,
5824,SDD,ProShares UltraShort SmallCap600,USD,NYSE Arca,,SDD was created on 01/23/07 by ProShares. The ETF provides daily -2x exposure to a market-cap-weighted index of 600 US small-cap companies.,0,,1/23/2007,ProShares UltraShort SmallCap600,ETF,[],[],6.67,2922109,ProShares UltraShort SmallCap600,$,0,ProShares UltraShort SmallCap600,
5825,REW,ProShares UltraShort Technology,USD,NYSE Arca,,REW was created on 01/30/07 by ProShares. The ETF provides 2x leveraged inverse exposure to a market-cap weighted index that measures the performance of large US technology companies.,0,,1/30/2007,ProShares UltraShort Technology,ETF,[],[],16.6646,4174761,ProShares UltraShort Technology,$,ProShares UltraShort Technology ETF,ProShares UltraShort Technology ETF,
5826,SDP,ProShares UltraShort Utilities,USD,NYSE Arca,,SDP was created on 01/30/07 by ProShares. The ETF provides 2x leveraged inverse exposure to a market-cap-weighted index that measures the performance of large US utilities companies.,0,,1/30/2007,ProShares UltraShort Utilities,ETF,[],[],8.61,4429450,ProShares UltraShort Utilities,$,ProShares UltraShort Utilities ETF,ProShares UltraShort Utilities ETF,
3754,IMFI,Invesco Multi-Factor Income ETF,USD,ETF,,,0,,,Invesco Multi-Factor Income ETF,ETF,,,24.995,0,Invesco Multi-Factor Income ETF,$,0,Invesco Multi-Factor Income ETF,
5850,AAR-UN.TO,Pure Industrial Real Estate Trust,USD,TSX,,,Industrials,,,Pure Industrial Real Estate Trust,ETF,,,0,0,Pure Industrial Real Estate Trust,$,0,Pure Industrial Real Estate Trust,
5852,PBI.TO,Purpose Best Ideas Fund Series ETF,USD,TSX,,,0,,,Purpose Best Ideas Fund Series ETF,ETF,,,38.88,0,Purpose Best Ideas Fund Series ETF,$,0,Purpose Best Ideas Fund Series ETF,
5853,BNC.TO,Purpose Canadian Financial Income Fund Series ETF,USD,TSX,,,0,,,Purpose Canadian Financial Income Fund Series ETF,ETF,,,19.15,5792875000,Purpose Canadian Financial Income Fund Series ETF,$,0,Purpose Canadian Financial Income Fund Series ETF,
5854,PRP.TO,Purpose Conservative Income Fund Series ETF,USD,TSX,,,0,,,Purpose Conservative Income Fund Series ETF,ETF,,,19.96,0,Purpose Conservative Income Fund Series ETF,$,0,Purpose Conservative Income Fund Series ETF,
5855,PDF.TO,Purpose Core Dividend Fund Series ETF,USD,TSX,,,0,,,Purpose Core Dividend Fund Series ETF,ETF,,,26.06,3684100100,Purpose Core Dividend Fund Series ETF,$,0,Purpose Core Dividend Fund Series ETF,
5856,PRA.TO,Purpose Diversified Real Asset Fund Series ETF,USD,TSX,,,0,,,Purpose Diversified Real Asset Fund Series ETF,ETF,,,18.34,0,Purpose Diversified Real Asset Fund Series ETF,$,0,Purpose Diversified Real Asset Fund Series ETF,
5857,PHR.TO,Purpose Duration Hedged Real Estate Fund Series ETF,USD,TSX,,,0,,,Purpose Duration Hedged Real Estate Fund Series ETF,ETF,,,18.95,0,Purpose Duration Hedged Real Estate Fund Series ETF,$,0,Purpose Duration Hedged Real Estate Fund Series ETF,
5858,PEU.TO,Purpose Enhanced US Equity Fund Series ETF,USD,TSX,,,0,,,Purpose Enhanced US Equity Fund Series ETF,ETF,,,27.3,-8.06E+12,Purpose Enhanced US Equity Fund Series ETF,$,0,Purpose Enhanced US Equity Fund Series ETF,
5859,BND.TO,Purpose Global Bond Fund Series ETF,USD,TSX,,,0,,,Purpose Global Bond Fund Series ETF,ETF,,,18.99,0,Purpose Global Bond Fund Series ETF,$,0,Purpose Global Bond Fund Series ETF,
5860,PSA.TO,Purpose High Interest Savings ETF,USD,TSX,,,0,,,Purpose High Interest Savings ETF,ETF,,,50.01,0,Purpose High Interest Savings ETF,$,0,Purpose High Interest Savings ETF,
5861,PID.TO,Purpose International Dividend Fund Series ETF,USD,TSX,,,0,,,Purpose International Dividend Fund Series ETF,ETF,,,19.95,30737674,Purpose International Dividend Fund Series ETF,$,0,Purpose International Dividend Fund Series ETF,
5862,PHW.TO,Purpose International Tactical Hedged Equity Fd Ser ETF,USD,TSX,,,0,,,Purpose International Tactical Hedged Equity Fd Ser ETF,ETF,,,16.15,0,Purpose International Tactical Hedged Equity Fd Ser ETF,$,0,Purpose International Tactical Hedged Equity Fd Ser ETF,
5863,PIN.TO,Purpose Monthly Income Fund Series ETF,USD,TSX,,,0,,,Purpose Monthly Income Fund Series ETF,ETF,,,17.74,293419680,Purpose Monthly Income Fund Series ETF,$,0,Purpose Monthly Income Fund Series ETF,
5864,PMM.TO,Purpose Multi-Strategy Market Neutral Fund Series ETF,USD,TSX,,,0,,,Purpose Multi-Strategy Market Neutral Fund Series ETF,ETF,,,18.79,0,Purpose Multi-Strategy Market Neutral Fund Series ETF,$,0,Purpose Multi-Strategy Market Neutral Fund Series ETF,
5865,PYF.TO,Purpose Premium Yield Fund Series ETF,USD,TSX,,,0,,,Purpose Premium Yield Fund Series ETF,ETF,,,17.4,0,Purpose Premium Yield Fund Series ETF,$,0,Purpose Premium Yield Fund Series ETF,
5866,SBT-B.TO,Purpose Silver Bullion Fund,USD,TSX,,,Industrials,,,Purpose Silver Bullion Fund,ETF,,,17.47,0,Purpose Silver Bullion Fund,$,0,Purpose Silver Bullion Fund,
5867,PHE.TO,Purpose Tactical Hedged Equity Fund Series ETF,USD,TSX,,,0,,,Purpose Tactical Hedged Equity Fund Series ETF,ETF,,,25.89,0,Purpose Tactical Hedged Equity Fund Series ETF,$,0,Purpose Tactical Hedged Equity Fund Series ETF,
5868,PBD.TO,Purpose Total Return Bond Fund Series ETF,USD,TSX,,,0,,,Purpose Total Return Bond Fund Series ETF,ETF,,,18.51,0,Purpose Total Return Bond Fund Series ETF,$,0,Purpose Total Return Bond Fund Series ETF,
5869,PSU-U.TO,Purpose US Cash ETF,USD,TSX,,,0,,,Purpose US Cash ETF,ETF,,,100.02,0,Purpose US Cash ETF,$,0,Purpose US Cash ETF,
5870,PUD.TO,Purpose US Dividend Fund Series ETF,USD,TSX,,,0,,,Purpose US Dividend Fund Series ETF,ETF,,,21.04,0,Purpose US Dividend Fund Series ETF,$,0,Purpose US Dividend Fund Series ETF,
5871,PMM,Putnam Managed Municipal Income Trust,USD,NYSE,Asset Management,"Putnam Managed Municipal Income Trust (the Fund) is a diversified closed-end management investment fund. The Fund focuses to seek a high level of current income exempt from federal income tax. The Fund invests in a diversified portfolio of tax-exempt municipal securities. Up to 60% of the Fund's assets may consist of high-yield tax-exempt municipal securities that are below investment grade and involve special risk considerations. The Fund enters into contracts that may include agreements to indemnify another party under given circumstances. The Fund invests in sectors, including healthcare, utilities, transportation and prerefunded. It has investments in locations, including Arizona, Arkansas, California, Colorado and Delaware. Putnam Investment Management, LLC is the investment manager to the Fund.",Financial Services,US,2/17/1989,Putnam Managed Municipal Income Trust,ETF,"['Financial Services', 'Asset Management']",[],7.85,383708000,Putnam Managed Municipal Income Trust,$,Putnam Managed Municipal Income Trust,Putnam Managed Municipal Income Trust,
5872,PIM,Putnam Master Intermediate Income Trust,USD,NYSE,Asset Management,"Putnam Master Intermediate Income Trust (the Fund) is a closed-end management investment company. The Fund's investment objective is to seek to provide high current income and relative stability of net asset value by allocating its investments among the United States investment grade sector, high-yield sector, and international sector. The Fund's portfolio includes the United States Government and agency mortgage obligations; mortgage-backed securities; corporate bonds and notes, and foreign government and agency bonds and notes. The Fund invests in various sectors, including agency pass-through, commercial mortgage-backed securities (MBS), high-yield corporate bonds, agency collateralized mortgage obligation (CMO), residential MBS (non-agency), emerging-market bonds, international treasury/agency securities, investment-grade corporate bonds, bank loans and equity investments. The Fund's investment manager is Putnam Investment Management, LLC.",Financial Services,US,4/29/1988,Putnam Master Intermediate Income Trust,ETF,"['Financial Services', 'Asset Management']",[],4.17,213466896,Putnam Master Intermediate Income Trust,$,Putnam Master Intermediate Income Trust,Putnam Master Intermediate Income Trust,
5873,PMO,Putnam Municipal Opportunities Trust,USD,NYSE,Asset Management,"Putnam Municipal Opportunities Trust (The Fund) is a diversified, closed-end fund. The Fund offers a dividend reinvestment plan. The fund seeks to provide as high a level of current income free from federal income tax. The Fund intends to achieve its objective by investing in a portfolio of investment-grade and some below investment-grade municipal bonds selected by Putnam Investment Management, LLC (Putnam Management). The Fund's shares trade on a stock exchange at market prices, which may be lower than the Fund's net asset value. In the normal course of business, the Fund enters into contracts that may include agreements to indemnify another party under given circumstances. The Fund invests in healthcare, utilities, transportation, tax bonds, local debt, state debt and education. Putnam Investment Management, LLC is the investment manager of the Fund.",Financial Services,US,5/24/1993,Putnam Municipal Opportunities Trust,ETF,"['Financial Services', 'Asset Management']",[],13.28,452976800,Putnam Municipal Opportunities Trust,$,Putnam Municipal Opportunities Trust,Putnam Municipal Opportunities Trust,
5874,PPT,Putnam Premier Income Trust,USD,NYSE,Asset Management,"Putnam Premier Income Trust (the Fund) is a diversified closed-end management investment company. The Fund seeks high current income consistent with the preservation of capital by allocating its investments among the United States Government sector, high yield sector and international sector of the fixed-income securities market. The Fund's portfolio includes the United States Government and agency mortgage obligations, mortgage-backed securities, corporate bonds and notes, foreign government and agency bonds and notes, senior loans, common stocks, purchased swap options outstanding, preferred stocks and preferred stocks. The Fund may invest in higher-yielding, lower-rated bonds that may have a higher rate of default. The Fund may invest its assets in securitized debt instruments, including mortgage-backed and asset-backed investments. Putnam Investment Management, LLC is the Fund's investment manager.",Financial Services,US,2/19/1988,Putnam Premier Income Trust,ETF,"['Financial Services', 'Asset Management']",[],4.65,476708704,Putnam Premier Income Trust,$,Putnam Premier Income Trust,Putnam Premier Income Trust,
